,Class Index,Description
8225,2,"But this time in Athens, they have to accept the bitter fact that South Korean Ryu Seung Min was a better player in the pulsating men #39;s singles final against Chinese Wang Hao."
8226,2,TORONTO (Ticker) -- Ted Lilly responded to the challenge of facing Pedro Martinez with a powerful performance. Lilly struck out a career-high 13 in a dominant three-hitter to outduel Martinez and lift the
8227,1,"American forces sharply intensified fighting here early on Tuesday morning, as troops attacked rebels loyal to Moktada al-Sadr from three "
8228,1,"Osama bin Laden #39;s Yemeni driver will today become the first Guantnamo Bay prisoner to stand before a US military commission to face war crimes charges, in proceedings that have been denounced as unfair by human rights groups and American military lawyers"
8229,2,"AP - Phil Nevin homered, doubled and drove in five runs and the San Diego Padres built a big lead for Jake Peavy in beating the New York Mets 9-4 Monday night."
8230,2,"AP - Residents of Eagle County are a diverse lot  #151; 23 percent Hispanic, 0.3 percent black. Forty-three percent of them are college graduates. And attorneys in the Kobe Bryant rape case would love to know what they are thinking right now."
8231,2,"AP - Giovanni Carrara walked Juan Rivera with the bases loaded and two outs in the ninth inning Monday night, spoiling Los Angeles' six-run comeback and handing the Montreal Expos an 8-7 victory over the Dodgers."
8232,2,"The results of the Olympic gymnastics all-around final will not change, leaving Paul Hamm of the United States with the sole gold medal."
8233,3,"General Growth, the nation's second-largest mall operator, last week offered to buy Rouse for \$7.2 billion, a 33 percent premium over Rouse's stock price before the deal was announced. A big reason: Rouse has invested heavily in upscale malls."
8234,1,"Reuters - The United States is looking for a\reason to act against Iran amid accusations Tehran is secretly\developing atomic weapons, Iran's Foreign Minister Kamal\Kharrazi said in remarks published on Tuesday."
8235,4,"washingtonpost.com - RCN Inc., co-owner of Starpower Communications LLC, the Washington area television, telephone and Internet provider, filed a plan of reorganization yesterday that it said puts the company on track to emerge from bankruptcy by the end of the year."
8236,1,AFP - The Hutu rebel movement which has claimed responsibility for last week's massacre of about 160 Congolese Tutsis at a refugee camp in Burundi said it was ready to appear before an international tribunal.
8237,4,"AP - The Cassini spacecraft successfully fired its engine for 51 minutes Monday to raise its orbit so it will not pass through Saturn's rings on its next close approach to the planet and to set itself on course for another flyby of the big moon Titan on Oct. 26, NASA said."
8238,3,WOOLWORTHS Ltd chief executive Mr Roger Corbett yesterday signalled a shift in the supermarket battlefront away from petrol discounting as the retail group tipped 10-15 per cent profit growth in 2004-2005.
8239,3,"If the idea of eating unlimited amounts of food without counting calories or grams of anything sounds appealing, listen up. Carefully."
8240,4,"RCN Inc., co-owner of Starpower Communications LLC, the Washington area television, telephone and Internet provider, filed a plan of reorganization yesterday that it said puts the company "
8241,4,Microsoft has offered yet another way for businesses to block the Automatic Update of Windows XP to the big-deal SP2 upgrade. The developer posted a copy-and-paste script to
8242,4,Hong Kong citizens famously told a survey last year they were too busy with work for relationships; now a new technology will enable them to go dating using their famous passion for mobile phones.
8243,2,"ATHENS, Greece -- For a brief moment Monday night, the Olympic Stadium, sounded the chant so often heard when American #39;s take the field in international competition:  quot;USA -- USA -- USA."
8244,2,Russian timber tycoon Boris Zingarevich #39;s company denied reports that he or his 23-year-old son was bidding for English Premier League club Everton.
8245,1,Foreign Secretary Jack Straw is to come face to face with the misery of refugees in the Darfur region of Sudan. Mr Straw will fly from the Sudanese capital Khartoum to El Fasher in northern Darfur to visit the Abu Shouk refugee camp.
8246,1,"Leadership failures at the highest levels contributed to an environment in which detainees were abused, a panel concluded."
8247,2,"AP - Gary Sheffield hit a tiebreaking, two-run homer in the ninth inning and the New York Yankees sent the fading Cleveland Indians to their eighth straight loss, 6-4 Monday night."
8248,4,"Worries about how well SP2 will work with existing software, combined with concerns about possible security vulnerabilities, have led many corporates to hold back from installing the security update."
8249,2,"Japan #39;s women wrestlers added four medals, including two golds, to lead the country to a record Olympic performance and be within one gold medal of its biggest haul of championships."
8250,1,French police are investigating an arson-caused fire at a Jewish Social Center that might have killed dozens without the quick response of firefighters.
8251,4,"Scientists find genetically-modified mice can run twice as far, in a development that could help human stamina."
8252,3,"JOHANNESBURG, South Africa, December 6 /PRNewswire-FirstCall/ -- The Board of Directors of Gold Fields Limited (NYSE:GFI)(NYSE:and)(NYSE:JSE:)(NYSE:GFI) welcomes today #39;s decision by the High Court of South Africa in respect of its ability to vote ordinary"
8253,1,Reuters - Several mortar bombs were heard\landing in the southern Iraqi city of Najaf on Tuesday after\Shi'ite rebels came under fierce U.S. bombardment overnight.
8254,2,"AP - Rookie quarterback Phillip Rivers ended his lengthy holdout, signing a six-year contract with the San Diego Chargers on Monday night."
8255,1,"AP - Russia on Monday called the unveiling of a monument commemorating Estonians who fought in the German army during World War II a ""disgraceful act"" and urged NATO and the European Union to take notice."
8256,3,Oil cartel expected to call for tighter compliance with official quota levels at Cairo meeting. CAIRO (Reuters) - The OPEC oil cartel is unlikely to lower its official production ceiling when ministers meet 
8257,1,"Reuters - In a movie-mad country where people are shy about discussing sex, a Bollywood film-maker hopes to shed some light on India's potentially disastrous HIV problem."
8258,3,"MANILA -- Philippine President Arroyo vowed Tuesday the country will never default on its debt repayments, as she found herself embroiled in a public row with key economic advisers following her declaration that Manila was in a  quot;fiscal crisis quot;."
8259,3,"WASHINGTON, Aug 23 (AFP) - US officials on Monday accepted results of a referendum that failed to recall Venezuelan President Hugo Chavez, and called on the government and opposition to reconcile their differences."
8260,3,Google has one of the worst corporate governance of any company in the S amp;P 500 index according to a highly respected advisory group.
8261,4,"REDWOOD SHORES, Calif.Wi-Fi access provider iPass Inc. has tightened its grip on the business traveler market with a newly announced partnership with Connexion by Boeing that will give iPass enterprise "
8262,4,"Artificial Life, a brazen Hong King Company has invented a new (and I use the next term very loosely) game. For those men without a girl, and who have exhausted every other method of finding companionship, comes the Virtual Girlfriend."
8263,2,"Noguchi tamed a grueling course and ran away with the gold medal in the women #39;s marathon at the Athens Olympics on Sunday. Noguchi, pulling away at the 25-kilometer mark, held off a late charge from Kenya #39;s"
8264,2,"Ethiopia #39;s Meseret Defar pulled away from Kenya #39;s Isabella Ochichi in the final half-lap to win the Olympic 5,000 meters in 14 minutes, 45."
8265,2,"A fund co-founded by Russian timber magnate Boris Zingarevich #39;s 23-year-old son is bidding for Premier League club Everton, the Moscow Times says."
8266,2,"HEN Manny Ramirez and David Ortiz hit consecutive home runs Sunday night in Chicago to put the Red Sox ahead, there was dancing in the streets in Boston."
8267,2,Kelly Holmes #39; lastminute gamble was rewarded with a glorious gold medal tonight as she stormed to the Olympic 800 metres title in Athens.
8268,1,"Taiwan #39;s schools, businesses and financial markets are closed as typhoon Aere continues moving towards Taipei, the capital. Forecasters say Typhoon Aere is packing maximum sustained winds of 120 kilometers"
8269,1,On Monday Afghan President Hamid Karzai visited Pakistan to discuss cooperation in the battle against al Qaeda before his October re-election bid.
8270,1,"THERE have been three new deaths from bird flu in Vietnam, the World Health Organisation says, raising fears of a fresh outbreak of the disease in South East Asia."
8271,1,Pakistan said Monday it has deployed hundreds of additional troops along the Afghan border to prevent militants from fleeing a major US military operation.
8272,4,"Houston: After HR, Finance and Accounting and supply chain Management, large corporations and government agencies are turning to outside contractors for security."
8273,1,"AP - Insisting that Tehran's nuclear program is peaceful, Iran's foreign minister reiterated Tuesday that Iran would retaliate to any Israeli strike against its nuclear facilities."
8274,1,"AP - Typhoon Aere churned toward crowded northern Taiwan on Tuesday with 99 mph wind gusts, closing schools and financial markets and dumping heavy rains that threatened to trigger flash floods and landslides. Rough seas killed five fishermen in Taiwan and two children in Japan, officials said."
8275,2,Virginia Tech quarterback Bryan Randall's experience on the Hokies basketball team featured the kind of leadership that the football team desperately needs this season.
8276,2,"The last Black Coaches Association Football Classic, matching defending co-national champion Southern California and Virginia Tech on Saturday at FedEx Field, is sold out."
8277,2,"Patrick Ramsey's last chance to win the starting quarterback job may be Friday in St. Louis, but head coach Joe Gibbs is not tipping his hand."
8278,2,"The Stanley Cup must start to watch its weight. Due to restrictions on weight of luggage, the championship trophy went missing in baggage claim in Vancouver for a while on Sunday."
8279,2,"Jeremy Bonderman strikes out a career-high 14 and pitches his first career shutout, leading the Tigers to a 7-0 victory over the White Sox."
8280,2,"Ted Lilly strikes out a career-high 13 in a three-hit shutout, stopping Boston's six-game winning streak and leading the Blue Jays past Pedro Martinez and the Red Sox 3-0."
8281,1," CAIRO -- Two outer walls are cracked and crumbling, the bathroom walls have fallen down in a heap of brick, the steps to the second floor wiggle like loose teeth. Groundwater seeps into a little courtyard to form an unwanted wading pool. The whole two-story structure sags in the middle, as if suspended from a rope attached to the buildings next door."
8282,1,"The investigation also acknowledges that military intelligence soldiers kept multiple detainees off the record books and hid them from international humanitarian organizations, officials said."
8283,2,"ATHENS, Greece - As Bruce Springsteen #39;s  quot;Born in the USA quot; blared over the Olympic Stadium loudspeaker Monday night, three athletes in red, white and blue began a slow victory lap."
8284,1,"A fresh diplomatic crisis loomed after US officials indicated they would not object to continued construction in Israeli West Bank settlements, and Palestinians warned such a policy shift would wreck Mideast peace efforts."
8285,1,"by our Internet desk, 23 August 2004. Tension remains high in Bangladesh following Saturday #39;s grenade attack on a political rally addressed by the leader of the opposition Awami League, former prime minister, Sheikh Hasina Wajed."
8286,1,Minister of Foreign Affairs Mark Chen () yesterday blamed the uneven levels of democratization in Singapore and Taiwan for Prime Minister Lee Hsien Loong #39;s () refusal on Sunday to support Taiwan if it provoked cross-strait conflict over
8287,4,"Microsoft withdrew from a United Nations software standards group for commerce, citing ""business reasons."""
8288,4,NBC is using technology that breaks down a dive into multiple still images and also superimposes one diver against the other as they perform the same dive.
8289,4,"Linksys and Netgear, providers of home networking equipment, are expected to announce that they are entering the business of making gear used to place telephone calls over the Internet."
8290,4,Musicland is trying to embrace the Internet and emulate the atmosphere of retail chains like Starbucks.
8291,3,"Reuters - Asian stocks edged down on Tuesday as\a reduced sales forecast by the world's biggest retailer,\Wal-Mart, stoked concerns of slower economic growth and offset\relief from lower oil prices."
8292,2,NEW YORK (Reuters) - Roger Clemens pitched seven strong  innings to earn his 13th victory of the season and 323rd of his  career as the Houston Astros beat the Philadelphia Phillies 8-4  in the National League Monday.
8293,2,Aaron Heilman's start was over by the fourth inning on Monday night as the San Diego Padres rattled him and then rolled to a victory at Shea Stadium.
8294,4,"The message was, characteristically, all-Oracle: Consolidate, ditch the special-purpose data warehouses, and move to a version of Oracle Corp."
8295,3,Older investors are facing tough economic realities as a result of the disappointing United States stock market this year.
8296,3,"Taiwan is seeking to dominate the world's orchid industry, and its government plans to bring heavy public spending into the effort."
8297,3,The US Airways Group will look to the leaders of the pilots' union to accept the airline's demand for \$295 million in pay and benefit cuts.
8298,3,"The United States Chamber of Commerce plans to spend roughly \$10 million attacking trial lawyers, including Senator John Edwards, with television and mail advertisements."
8299,3,"Federal Express raised its earnings forecast, citing strong demand for its international express, ground and less-than-truckload services."
8300,3,"China's consumer price index crept up by 0.9 percent in July compared with a year earlier, ending 68 consecutive months of decline."
8301,2,AP - Roger Clemens won for the first time in almost a month  #151; the 323rd victory of his career  #151; and Carlos Beltran hit a three-run homer to lead the Houston Astros over the Philadelphia Phillies 8-4 Monday night.
8302,4,"Reuters - The world's chip factories operated at\their fastest rate in almost four years in the April-June\period, boosted by demand for chips for cellphones and digital\appliances such as flat-panel TVs, an industry group said on\Tuesday."
8303,3,"One of the tongue-in-cheek rules that we column-writers have is,  quot;Often wrong, never in doubt. quot; Take a stand, don #39;t duck and weave too much."
8304,3,"HBOS has yet to enter the bidding for Abbey National, yet it is already fighting its corner as if in the full intensity of battle."
8305,3,"Toys  quot;R quot; Us Inc., the world #39;s largest toy-store chain, posted a second-quarter profit because of a tax gain. Sales dropped at the company, which said this month that it is considering leaving the toy business."
8306,3,"Pilots at US Airways blamed the company for a breakdown in concession negotiations over the weekend, as time runs down on efforts to avoid a second bankruptcy filing in two years."
8307,4,"inksys and Netgear, two competing providers of home networking equipment, plan to announce today that they are entering the business of making equipment used to place telephone calls over the Internet, according to industry executives."
8308,4,Microsoft Corp. #39;s decision to release a major upgrade for its flagship operating system in the same month that hundreds of thousands of students are reporting to college campuses across the
8309,4,"Northrop Grumman #39;s Information Technology unit, based in Herndon, won a 10-year, \$408 million contract from the Army for planning and support of war-fighter exercise training that the company said simulates command and control decision-making under"
8310,2,"Team USA concluded its domination at the Olympics by defeating Australia 5-1 at Helliniko Stadium on Monday, giving coach Mike Candrea a gold medal five weeks after his wife, Sue, died of a brain aneurysm."
8311,2,"To the list of things intrinsically American -o jazz and baseball, apple pie and muscle cars  -dly add the quarter mile. The 400 meters is run internationally, but"
8312,2,Roger Clemens pitched seven strong innings to earn his 13th victory of the season and 323rd of his career as the Houston Astros beat the Philadelphia Phillies 8-4 in the National League Monday.
8313,1,Taiwan #39;s financial markets and most businesses in the capital Taipei are closed for the day as Typhoon Aere approaches with torrential rain and winds of up to 165 kilometers (102 miles) an hour.
8314,1,Pakistan and Afghanistan have agreed to increase cooperation against Islamic militants operating along their border. The agreement was reached at talks in Islamabad between Pakistani President Pervez Musharraf and Afghanistan #39;s President Hamid Karzai.
8315,1,"PEOPLE in Los Angeles were left terrified that they were about to be hit by a monster storm. The California governor #39;s Office of Emergency Services mistakenly issued a tornado alert for LA on Saturday, and"
8316,3,"ith time running out and its future on the line, the US Airways Group will look to the leaders of the pilots #39; union to do tomorrow what the union #39;s negotiators refused to do over the weekend"
8317,3,"CARROLLTON, Texas -- Accor North America has reached an agreement with T-Mobile USA Inc. to install wireless Internet access throughout all of its Red Roof Inns over the next year, officials said."
8318,4,Vonage teams with Wi-Fi equipment maker Linksys on voice over Internet Protocol.
8319,3,"HBOS has been granted access to sensitive financial information about Abbey National, indicating the seriousness of the UK bank #39;s intentions towards its rival."
8320,3,"Crude oil futures fell for a third day as Iraq, the sixth-largest supplier to the US, increased shipments to tankers for the first time in two weeks."
8321,3,"Manila - The Philippines was in the midst of a fiscal crisis and the public should be prepared to make sacrifices, President Gloria Arroyo said yesterday."
8322,4,"Altering a single gene can turn ordinary mice into marathon racers that can run for hours and eat huge amounts of food without getting fat, researchers say."
8323,2,"When Australia scored a token run in the fifth inning of the gold medal game Monday at the Olympic Softball Stadium, it was the first scored here against the US - in the ninth and final game "
8324,3,"New overtime regulations for white-collar workers went into effect Monday with little hoopla at offices in the Valley. But in Washington, DC, several hundred union members protested the Fair Labor Standards "
8325,3,Yahoo lost its challenge of a French ban on the online sale of Nazi paraphernalia in a technical ruling Monday that kept alive the core issues of Internet free speech 
8326,3,A vindictive software programmer upset about his cancelled contract snuck into Varian Semiconductor Equipment Associates Inc. #39;s computer system and zapped out e-commerce coding he and others
8327,4,"A Hong Kong company develops a  quot;virtual girlfriend quot; for new cell phones with video capability. Artificial Life, Inc. #39;s electronic love interest will appear as an animated figure on a telephone screen."
8328,2,"Justin Gatlin shoveled the snow off his track in North Carolina, braving the cold to keep practicing, keep working, keep chasing Olympic gold."
8329,3,"Reuters - U.S. oil prices slid below  #36;46 on\Tuesday, marking the third successive session of falls as Iraqi\exports returned to near normal, although supply uncertainties\kept the market close to historic levels."
8330,2,AP - Carlos Zambrano took a no-hit bid into the seventh inning and struck out nine to lead the Chicago Cubs over the Milwaukee Brewers 8-3 Monday night.
8331,1,"Canadian Press - PANGNIRTUNG, Nunavut (CP) - Bad weather forced helicopters and ground searchers to call off efforts Monday night to locate two soldiers missing in the rugged, mountainous tundra of Baffin Island."
8332,1," BAGHDAD (Reuters) - A loud blast was heard in the Iraqi  capital Baghdad on Tuesday and could have been caused by a car  bomb, a police source said."
8333,2,"The Kansas City Chiefs tuned up their high-octane offense and ran over the St. Louis Rams, 24-7, on Monday night."
8334,3,"CHICAGO (CBS.MW) -- Toys  quot;R quot; Us said Monday it made money in the fiscal second quarter, in contrast to the prior year #39;s loss, thanks in part to a \$200 million income-tax reversal."
8335,3,"High oil prices are slowing the economy, two members of the Federal Reserve warned yesterday. There #39;s going to be a little bit of a slowdown effect, #39; #39; admitted Fed board member Ben Bernanke."
8336,2,"This gold medal comes with a broken heart. This victory - as dominant as the Olympic Games have seen in years from any sport, any team, any nation - comes with a searing sense of loss."
8337,2,"Athens -- In winning the gold medal in the 400 meters and leading the United States to its first sweep in an Olympic track and field event since 1988, Jeremy Wariner did something else of great significance."
8338,2,"Athens -- While the men #39;s 400 meters received most of the attention from the American media Monday night, the best race on the program was the women #39;s 800."
8339,2,THE US Olympic Committee will consider supporting South Korea #39;s bid to claim a duplicate gold medal for one of its gymnasts to make up for the scoring error which gave American Paul Hamm the all-around title.
8340,2,"Kansas City, MO (Sports Network) - St. Louis Rams starting cornerback Travis Fisher suffered a broken arm during the first half of the team #39;s 24-7 preseason loss to the Kansas City Chiefs Monday night."
8341,3,"Crude oil futures fell for a third day as Iraq, the sixth-largest supplier to the US, increased shipments to tankers for the first time in two weeks."
8342,3,"CHICAGO _ Google Inc. #39;s initial public offering may have captured investors #39; fancy, but a leading proxy voting advisory service says its corporate governance leaves a lot to be desired."
8343,2,It #39;s better late than never for Philip Rivers and the San Diego Chargers - who finally reached terms Monday night on a six-year contract believed to be worth \$50.
8344,2,Ted Lilly struck out a career-high 13 batters to help hosts Toronto Blue Jays blank the Boston Red Sox 3-0. Lilly #39;s performance was a club record for most strikeouts by a left-handed pitcher and helped end
8345,1,"Today #39;s mixed bag of a press review covers, among other topics, the acquittal of a terror suspect by a German court, the Russian shot-putter stripped of her gold medal in Athens and a Georgian disco."
8346,4,AP - RealNetworks Inc. will begin offering some university students its digital music subscription service at a steep discount in an effort to stem illegal downloads and attract long-term customers.
8347,1," BAGHDAD (Reuters) - A car bomb targeting Iraq's education  minister exploded in Baghdad early on Tuesday, killing two  people and wounding three others, a bodyguard and witnesses at  the scene said."
8348,1,"A car bomb goes off in the south of Baghdad, killing two people, in an apparent attack on a minister."
8349,3,"Craig A. Young, an African-American human resources manager, says that in 22 years at Eastman Kodak he has never faced discrimination."
8350,3,"A noticeable trend this fall is the full-fledged arrival of round-toed, high-heeled shoes like the ones Ginger Rogers wore when she danced with Fred Astaire - only higher."
8351,3,"The Philippines is able to service its debt, the government said Tuesday, as officials scrambled to reassure jittery investors a day after the president rattled the markets by saying the country was in the throes of a fiscal crisis."
8352,3,"ARLINGTON, Va. -- Talks between US Airways Group and the union representing pilots have broken down, the Air Line Pilots Association said Monday."
8353,3,INVESTORS stocked up on Woolworths shares today on renewed faith that the supermarket leader could withstand heavy competition from rival Coles Myer.
8354,3,"Toys R Us Inc. swung to a profit in its second fiscal quarter from a loss a year ago, buoyed by a reversal of \$200 million in income tax reserves."
8355,3,"LOS ANGELES (CBS.MW) -- Technology shares closed mostly higher Monday, with semiconductor-related stocks extending the gains made last week as Artisan Components soared on word that UK-based ARM Holdings agreed to buy the chip-design company."
8356,3,"The Seattle Times said a business columnist and associate editor, Stephen H. Dunphy, had resigned after admitting he plagiarized the work of others."
8357,3,"CHICAGO (CBS.MW) - Retail stocks fell Monday after Wal-Mart cut its August sales forecast, casting a pall over expectations for consumer spending during the back-to-school season."
8358,4,SAN FRANCISCO (CBS.MW) -- Cisco Systems agreed Monday to acquire closely held Internet protocol service provider P-Cube for \$200 million in cash and options.
8359,1,"US soldier Staff Sgt. Ivan Frederick will plead guilty at a pretrial hearing to one or two of the charges against him arising from the abuse of detainees at Iraq #39;s Abu Ghraib prison, military sources say."
8360,1,"BEIJING : China Tuesday insisted that although a highly lethal strain of the bird flu virus had been found in pigs, it did not constitute an epidemic."
8361,2,Newly-crowned Olympic 800m champion Kelly Holmes sets her sights on a historic Olympic double.
8362,3,"World oil prices skidded on Monday as Iraq pumped oil through its southern pipelines and Russia vowed to step up exports, but analysts said the days of high prices were not yet over."
8363,3,Investors who got in on the ground floor of Google Inc. #39;s public stock offering might be tempted to pop some champagne corks right about now.
8364,3,"As the nation #39;s new overtime regulations take effect, metro Detroit companies are looking at their overtime policies to make sure they comply, while some employers have determined that most of their employees won #39;t be affected."
8365,3,"Rising oil prices will weigh on US economic growth but the increases seen so far will not derail the expansion, Federal Reserve Board Governor Ben Bernanke said on Monday."
8366,3,RealNetworks Inc. will begin offering some university students its digital music subscription service at a steep discount in an effort to stem illegal downloads and attract long-term customers.
8367,4,Vonage and Linksys are teaming up to make voice over Internet Protocol service available through Wi-Fi equipment made by Linksys. Vonage will announce the Linksys partnership Tuesday.
8368,2,"ATHENS - Gold, silver and bronze are the only colors that should matter in these Olympics, but too many see the world in black and white."
8369,2,"AUSTRALIAN rower Sally Robbins and British marathon runner Paula Radcliffe can take comfort from the philosophy of Baron Pierre de Coubertin, founder of the modern Olympics."
8370,2,"ATHENS : Yao Ming scored 27 points and pulled down 13 rebounds to lead China past world champion Serbia and Montenegro 67-66 here, advancing China into the Olympic men #39;s basketball quarter-finals."
8371,2,"WHILE ONE-HALF of ten- nis #39;s greatest rivalry has retired (Pete Sampras), the other half is still going strong. Andre Agassi and the rest of his professional tennis crew rolled into Washington, DC, this past week for the annual Legg Mason Tennis Classic."
8372,2,"The Olympic beach volleyball venue is out in the coastal village of Faliro, on the far end of the green line of the metro station, far from central Athens and the Olympic Stadium."
8373,2,"OAKLAND, Calif. -- Jermaine Dye hit a tying two-run single in the sixth and Adam Melhuse followed with a go-ahead single, leading the Oakland Athletics over former teammate Miguel Tejada and the Baltimore Orioles 4-3 on Monday night."
8374,1,"Financiers in Europe and Africa were behind a plot to overthrow the government of Africa #39;s No. 3 oil producer, an accused ringleader testified Monday at the"
8375,2,"AP - Jermaine Dye hit a tying two-run single in the sixth and Adam Melhuse followed with a go-ahead single, leading the Oakland Athletics over former teammate Miguel Tejada and the Baltimore Orioles 4-3 on Monday night."
8376,4,Reuters - Internet phone service Vonage on\Tuesday said it has struck a deal with Cisco Systems Inc.\(CSCO.O) to sell Vonage-ready equipment at hundreds of retail\stores in a bid to boost new subscriptions.
8377,3,"A recovery in the world's largest economy is likely to continue, despite oil prices surging to record levels, US Federal Reserve officials say."
8378,3,"Former US President Jimmy Carter said an election that defeated an effort to recall Venezuela President Hugo Chavez was free and fair, #39; #39; according to a letter published in the Wall Street Journal."
8379,3,SEATTLE -- RealNetworks Inc. will begin offering some university students its digital music subscription service at a steep discount in an effort to stem illegal downloads and attract long-term customers.
8380,3,"The only person known to have survived an unprotected plunge over Niagara Falls has returned to the scene of his stunt. Kirk Jones, 40, went over the 167-foot Horse Shoe Falls on Oct. 20, 2003."
8381,4,"Internet phone service Vonage on Tuesday said it has struck a deal with Cisco Systems Inc. (CSCO.O: Quote, Profile, Research) to sell Vonage-ready equipment at hundreds of retail stores in a bid to boost new subscriptions."
8382,4, quot;Who Wants to Be a Millionaire quot; will soon be the only syndicated TV series to add a real-time interactive element during production tapings.
8383,2,"OAKLAND, California (Ticker) -- The Oakland Athletics made sure that Miguel Tejada  #39;s return was an unhappy one. Oakland rallied for three runs in the sixth inning and Tim Hudson allowed one earned run in"
8384,2,"Scott Kazmir won his major league debut with five impressive innings, and Jose Cruz Jr. hit a three-run homer to lead the Tampa Bay Devil Rays past the Seattle Mariners 9-0 Monday night."
8385,1,"groups, but the two sides agreed to study an agenda drawn up by the African Union (AU) for the peace talks. The Sudanese authorities has come to make its case that it is along the way towards implementing "
8386,3,NEW YORK - Retailer Kmart Holdings Corp. on Monday said it finalized a deal to sell 18 of its stores to Home Depot Inc. for \$271 million.
8387,4,"Ordinary mice can be turned into marathon racers that run for hours and eat huge amounts of food without getting fat by altering a single gene, according to US and Korean scientists."
8388,4,"quot;We offer a world-class opposing force for these battlefield exercises that enhances training realism, quot; said Gregg Donley, president of the IT sector #39;s technical service business unit at Northrop Grumman."
8389,4,Scientists of the US National Aeronautics and Space Administration say its spacecraft Mars Odyssey will prolong its stay in space until at least September 2006.
8390,2,"To the rest of the world, they were the  quot;In Your Dreams quot; Team. But for their coach, Mike Candrea, it was about another dream."
8391,2,"Toronto, ON (Sports Network) - Ted Lilly threw a three-hit shutout with a career-high 13 strikeouts to lead the Toronto Blue Jays to a 3-0 victory over the Boston Red Sox at SkyDome."
8392,1,"GUANTANAMO BAY NAVAL BASE, Cuba -- The first Guantanamo detainees to be arraigned on terrorism charges are an alleged Al Qaeda accountant, a poet accused of crafting terrorist propaganda, a man accused of being a driver for Osama bin Laden and an "
8393,1,"President Pervez Musharraf and his Afghan counterpart Hamid Karzai tonight vowed to enhance their capability to fight terrorism, while Musharraf assured the Afghan leader that Pakistan would not allow its territory to be used by Taliban to destabilise "
8394,1,Reuters - Iraqi environment minister Mishkat\Moumin said she survived a suicide car bomb attack in Baghdad\on Tuesday that killed four of her bodyguards.
8395,1,"Reuters - Afghan President Hamid Karzai\abruptly canceled a speech to a state-run think tank in\Pakistan on Tuesday, but officials denied security was a\reason."
8396,1,"OAKLAND, Calif. - Jermaine Dye hit a tying two-run single in the sixth and Adam Melhuse followed with a go-ahead single, leading the Oakland Athletics over former teammate Miguel Tejada and the Baltimore Orioles 4-3 on Monday night..."
8397,1,"ATHENS, Greece - Jerremy Wariner is just 20 years old. He just led a U.S..."
8398,2,Kelly Holmes was due back in the Olympic stadium this evening less than 24 hours after becoming the first British woman to win gold in the 800metres for 40 years.
8399,2,"s captain of the United States Ryder Cup team, Hal Sutton will be more dictator than diplomat. Europe has won six of the last nine Ryder Cups heading into the biennial competition next month (Sept."
8400,1,Shops and schools were closed across Bangladesh on Tuesday after the country #39;s main opposition party called a general strike to protest a weekend grenade attack that killed 20 people and wounded more than 300.
8401,3,"AFP - Philippine President Gloria Arroyo vowed the country will never default on its debt repayments, as she found herself embroiled in a public row with key economic advisers following her declaration that Manila was in a ""fiscal crisis""."
8402,1,"Reuters - The government is committed to economic growth of 7-8 percent each year over the next decade on the back higher industrial and agricultural growth, Prime Minister Manmohan Singh said on Tuesday."
8403,1," BAGHDAD (Reuters) - A suicide car bomb attack targeting  Iraq's environment minister killed four of her bodyguards on  Tuesday, while a separate blast near the education minister's  convoy killed one bodyguard, police and government officials  said."
8404,1,"Reuters - Militant Muslim preacher Abu Bakar\Bashir is set to face charges of involvement in terror crimes,\including last year's bombing of a luxury hotel in the\Indonesian capital, police said on Tuesday."
8405,1,Canadian Press - LONDON (AP) - Thousands of British Airways passengers have been stranded by cancelled flights and lengthy delays at Heathrow Airport because of staff shortages and technical problems at the airline.
8406,1,AFP - A 21-year-old Muslim woman is a proving a trailblazer in more ways than one as she takes part in an ambitious drive to bring the Internet to a conservative part of southern India.
8407,1,"AP - When a Republican-funded group of Vietnam veterans sought to run a blistering television ad accusing John Kerry of lying about his decorated war record, Democrats quickly fired off a letter to broadcasters imploring them not to air the ""inflammatory, outrageous lie."""
8408,3," TOKYO (Reuters) - The dollar rose to its highest level  against the euro in two and a half weeks on Tuesday, extending  the previous day's gains before pulling back as investors grew  skittish ahead of U.S. economic data."
8409,3,"ZURICH Credit Suisse Group, Switzerland #39;s second-biggest bank by assets after UBS, said on Tuesday that it would integrate its investment bank Credit Suisse First Boston with its private bank and that it would sell shares in its insurance arm, Winterthur."
8410,1,"Indonesian militant Idris is jailed for a hotel bombing in Jakarta, but cleared of the Bali attacks because of a new law."
8411,2,Britain's Dean Macey slips to seventh after Tuesday's first event of the decathlon.
8412,3,The Philippine presidential palace vowed Tuesday there would be no default on debt payments although President Gloria Macapagal-Arroyo admitted the country was in the midst of a  quot;fiscal crisis.
8413,3,"Crude oil futures rose in New York, after falling from a record on Friday, as fighting in Iraq #39;s holy city of Najaf damped expectations the country would restore oil exports to full capacity."
8414,3,SYDNEY : Shares in Australian brewer and winemaker Foster #39;s fell sharply in early trade amid disappointment over the poor performance of its US wine operations after the group reported year-to-June results.
8415,4,"Researchers on Monday unveiled genetically engineered mice that can run farther and longer than their naturally bred brethren, bringing the  quot;genetic doping quot; of elite athletes a small step closer to reality."
8416,4,"Microsoft finished a major update to Windows XP earlier this month, with much fanfare and many promises that it will make the operating system more secure."
8417,4,"After human resources, finance and accounting and supply chain management, large corporations and government agencies are turning to outside contractors for security."
